age,sex,disability_rate,expenditure_rate_first,expenditure_rate,expenditure_rate_last,income_first,income,income_last
32,male,0.039167290575739644,1129.0462746651012,259.40880980960213,279.4023025712917,-5315.595333505054,-5957.909127002984,-27461.77306192534
33,female,0.0388391449316291,829.2094668446712,297.287749005403,317.7107448971859,-7338.70039182103,-8152.3944721697935,-12403.893522400176
33,male,0.03915326506712899,1139.694460048469,261.85532875122016,282.0373827988063,-5315.595333505054,-5957.909127002984,-27461.77306192534
34,female,0.03882252117904869,835.2140162664077,299.44049695722316,320.01138176378026,-7338.70039182103,-8152.3944721697935,-12403.893522400176
34,male,0.03913899031465564,1150.1176719017158,264.2501579463708,284.61678938056866,-5315.595333505054,-5957.909127002984,-27461.77306192534
35,female,0.03880564577504878,1057.043926122681,349.063827781762,716.6059622432331,-7269.142210823798,-8082.836291172561,-12334.335341402946
35,male,0.03912445961488,1400.3511397774785,306.05028235082614,660.1950318878032,-1996.0853003359591,-2638.3990938338893,-24142.263028756246
36,female,0.03878851296177532,1064.776282380574,351.61725607972585,721.8479890499336,-7269.142210823798,-8082.836291172561,-12334.335341402946
36,male,0.03910966602180157,1413.4006578666226,308.90228752458523,666.3472224107832,-1996.0853003359591,-2638.3990938338893,-24142.263028756246
37,female,0.038771116804369204,1072.6871310646445,354.22962729195444,727.2110219318339,-7269.142210823798,-8082.836291172561,-12334.335341402946
37,male,0.0390946023357877,1426.8881961776333,311.8500231253563,672.7059174069115,-1996.0853003359591,-2638.3990938338893,-24142.263028756246
38,female,0.038721834767820595,1076.1569582547322,355.3754558907298,729.5633355783359,-7269.142210823798,-8082.836291172561,-12334.335341402946
38,male,0.0390674087010804,1436.4747799541515,313.9451952491491,677.2255088167054,-1996.0853003359591,-2638.3990938338893,-24142.263028756246
39,female,0.038672252178710995,1079.7335147318654,356.5565293194994,731.9880046317919,-7269.142210823798,-8082.836291172561,-12334.335341402946
39,male,0.03903991595810826,1446.1623213614237,316.06243191841196,681.7926966645367,-1996.0853003359591,-2638.3990938338893,-24142.263028756246
40,female,0.03862236627919578,1359.61701584468,416.5450713296061,1270.802417902367,-3958.493186310084,-4452.499432507017,-14734.76187912887
40,male,0.03901211914465298,1726.9229327288342,361.9314964347737,1162.6517717985141,-923.0005527282758,-1112.3541076697477,-20089.098785379538
41,female,0.03857217427758574,1364.1999796454593,417.9491512734795,1275.0860076275005,-3958.493186310084,-4452.499432507017,-14734.76187912887
41,male,0.03898401318812137,1738.7871817466373,364.41802627331316,1170.6393836833195,-923.0005527282758,-1112.3541076697477,-20089.098785379538
42,female,0.038521673347826434,1368.8862318545337,419.38487562669724,1279.466138626738,-3958.493186310084,-4452.499432507017,-14734.76187912887
42,male,0.03895559290245931,1751.039167741164,366.9858186983578,1178.888039691424,-923.0005527282758,-1112.3541076697477,-20089.098785379538
43,female,0.03850639733843501,1373.8648216039503,420.91016326146786,1284.1195107290077,-3958.493186310084,-4452.499432507017,-14734.76187912887
43,male,0.03894467122590069,1765.4603404307263,370.0082330244157,1188.5971017816687,-923.0005527282758,-1112.3541076697477,-20089.098785379538
44,female,0.03849102786701005,1378.9817805914165,422.4778429989126,1288.9022133414337,-3958.493186310084,-4452.499432507017,-14734.76187912887
44,male,0.03893361107521733,1780.1060587004197,373.0777080017015,1198.457339301715,-923.0005527282758,-1112.3541076697477,-20089.098785379538
45,female,0.03847556407318732,1568.9277763041148,449.64746277038654,1814.9068906782961,-1139.9339820082419,-1633.9402282051747,-11916.202674827027
45,male,0.03892240980007201,1936.5775826462084,392.53960895338264,1658.2618486009717,-1107.0078916835444,-1296.361446625016,-20273.106124334805
46,female,0.03846000508600982,1574.4845876820746,451.24001927612903,1821.3349082150983,-1139.9339820082419,-1633.9402282051747,-11916.202674827027
46,male,0.038911064682058016,1952.426861608577,395.7522196031352,1671.8333444535763,-1107.0078916835444,-1296.361446625016,-20273.106124334805
47,female,0.038444350023764555,1579.9615646492007,452.8096956080259,1827.6705747689402,-1139.9339820082419,-1633.9402282051747,-11916.202674827027
47,male,0.03889957293249983,1967.727181514132,398.8535575750338,1684.9347750381971,-1107.0078916835444,-1296.361446625016,-20273.106124334805
48,female,0.03840078201387406,1586.5389221095875,454.6947359129172,1835.2791413056552,-1139.9339820082419,-1633.9402282051747,-11916.202674827027
48,male,0.038821946123812456,1981.2156470503605,401.5876370327425,1696.4847423595852,-1107.0078916835444,-1296.361446625016,-20273.106124334805
49,female,0.038356852051912416,1593.0041514420159,456.5476408136152,1842.7580000794355,-1139.9339820082419,-1633.9402282051747,-11916.202674827027
49,male,0.038743206326190764,1994.3972757004678,404.2595213930951,1707.7719699350641,-1107.0078916835444,-1296.361446625016,-20273.106124334805
50,female,0.03831255560855517,1879.8062569669726,508.72630992473154,2532.080615555936,-1054.5791497044002,-1100.2081614847668,-12883.763544620682
50,male,0.03866332943026693,2357.1610068171885,466.296281135314,2412.234565800622,-1100.5167129545928,-2808.7341233170896,-17467.999957415075
51,female,0.038267888078590474,1887.504861782123,510.80976017640774,2542.450560834616,-1054.5791497044002,-1100.2081614847668,-12883.763544620682
51,male,0.03858229062527152,2373.004918017148,469.430541735168,2428.448659849982,-1100.5167129545928,-2808.7341233170896,-17467.999957415075
52,female,0.03822284477932299,1895.1024669871103,512.8658772075503,2552.6844606276914,-1054.5791497044002,-1100.2081614847668,-12883.763544620682
52,male,0.038500064373339665,2388.035724518124,472.40395303528675,2443.830651529232,-1100.5167129545928,-2808.7341233170896,-17467.999957415075
53,female,0.03816908976629389,1904.2686494333432,515.3464935767566,2565.031218600613,-1054.5791497044002,-1100.2081614847668,-12883.763544620682
53,male,0.038446367980493105,2392.710172828997,473.32865773616027,2448.6143153345156,-1100.5167129545928,-2808.7341233170896,-17467.999957415075
54,female,0.03811474608253724,1913.3047888370108,517.7919167887266,2577.2028098689625,-1054.5791497044002,-1100.2081614847668,-12883.763544620682
54,male,0.03839219814794416,2396.8666874903242,474.1509042112443,2452.8679443018673,-1100.5167129545928,-2808.7341233170896,-17467.999957415075
55,female,0.03805980400502181,2354.9073316039635,608.1592934382451,3549.9817801435734,-3582.4553245065927,-3628.0843362869587,-15411.639719422876
55,male,0.03833754858650872,2681.7571437924917,522.7854073662487,3156.011800978344,-4649.4034738723785,-6357.620884234877,-21016.886718332866
56,female,0.038004253595404804,2366.0698796846405,611.0420426923702,3566.8091269247266,-3582.4553245065927,-3628.0843362869587,-15411.639719422876
56,male,0.038282412895112944,2686.347618119942,523.6802807133136,3161.414076565847,-4649.4034738723785,-6357.620884234877,-21016.886718332866
57,female,0.03794808469403877,2376.1217999296036,613.637970197386,3581.9622215905665,-3582.4553245065927,-3628.0843362869587,-15411.639719422876
57,male,0.03822678455829399,2690.476455144187,524.4851618527803,3166.2730767191592,-4649.4034738723785,-6357.620884234877,-21016.886718332866
58,female,0.0378801361199386,2378.5127701644333,614.255442804113,3585.566567569111,-3582.4553245065927,-3628.0843362869587,-15411.639719422876
58,male,0.03812657245604861,2682.2497600160673,522.8814386469758,3156.591533792166,-4649.4034738723785,-6357.620884234877,-21016.886718332866
59,female,0.03781160086258949,2379.838747152101,614.5978788809441,3587.5654547796335,-3582.4553245065927,-3628.0843362869587,-15411.639719422876
59,male,0.038026311428938274,2673.2382909850094,521.1247305426365,3145.9864338217976,-4649.4034738723785,-6357.620884234877,-21016.886718332866
60,female,0.03774247129071396,2977.241809581514,742.2710006558802,4882.537718945663,-7758.753833580485,-9209.794161655156,-20486.516461225157
60,male,0.03792600144112557,3392.8483914540384,658.6159429013618,4474.276782459056,-10711.408612666733,-11634.673741635774,-16864.157240679615
61,female,0.03767273964010647,2979.812918056751,742.9120165298906,4886.754216937007,-7758.753833580485,-9209.794161655156,-20486.516461225157
61,male,0.03782564245673813,3382.4283037196597,656.5932071004993,4460.535420853112,-10711.408612666733,-11634.673741635774,-16864.157240679615
62,female,0.03760239801072647,2980.9380081070503,743.1925183402494,4888.599312148998,-7758.753833580485,-9209.794161655156,-20486.516461225157
62,male,0.03772523443986848,3371.5741258280937,654.4862062028232,4446.22160823029,-10711.408612666733,-11634.673741635774,-16864.157240679615
63,female,0.037493622716110314,2949.739854401166,735.414351079748,4837.435795050648,-7758.753833580485,-9209.794161655156,-20486.516461225157
63,male,0.03761266684676605,3339.740031735788,648.3066073884979,4404.240791036517,-10711.408612666733,-11634.673741635774,-16864.157240679615
64,female,0.03738599425688509,2918.162939586218,727.5417529985691,4785.651127397607,-7758.753833580485,-9209.794161655156,-20486.516461225157
64,male,0.03750144344561179,3307.59482170212,642.0666150948801,4361.849693549467,-10711.408612666733,-11634.673741635774,-16864.157240679615
65,female,0.037279494591255166,3152.7033757622607,768.3543935834795,5503.568957929362,0.0,0.0,0.0
65,male,0.03739154030241214,3635.8088584929333,710.7885043235251,5274.842165790908,0.0,0.0,0.0
66,female,0.03717410605389085,3119.7978221413846,760.3348866129628,5446.126832278214,0.0,0.0,0.0
66,male,0.037282934048029584,3601.87666548117,704.1548737730881,5225.613240552415,0.0,0.0,0.0
67,female,0.03706981134616003,3091.4002557492886,753.4140341559282,5396.554149330047,0.0,0.0,0.0
67,male,0.037175601861616774,3571.4673068284474,698.2099455891664,5181.495253744238,0.0,0.0,0.0
68,female,0.0369652213653795,3060.417632145272,745.863169982056,5342.468818368315,0.0,0.0,0.0
68,male,0.03700134814537985,3539.7660853508446,692.0124625320857,5135.503028557117,0.0,0.0,0.0
69,female,0.03686298091686941,3033.1182574984064,739.2099609890187,5294.813212061537,0.0,0.0,0.0
69,male,0.03683051851937544,3511.5722817826986,686.5006679770495,5094.59937557,0.0,0.0,0.0
70,female,0.036763011709393056,3613.7591964992484,872.3270914679229,6596.89563097161,0.0,0.0,0.0
70,male,0.036663013040348934,4254.496689674805,848.0075313401948,6699.255459375674,0.0,0.0,0.0
71,female,0.03666523889193488,3582.1025222191033,864.68547145431,6539.106562886475,0.0,0.0,0.0
71,male,0.03649873561712759,4220.90277509579,841.3115824070717,6646.357494690111,0.0,0.0,0.0
72,female,0.03656959086679387,3554.400839553801,857.9985487917263,6488.537308155189,0.0,0.0,0.0
72,male,0.03633759382680467,4190.530162077816,835.2577042484095,6598.531886065247,0.0,0.0,0.0
73,female,0.03643632604982891,3564.348249888691,860.3997590144437,6506.696245762679,0.0,0.0,0.0
73,male,0.03621058628162219,4179.502529250136,833.0596732302112,6581.167451488504,0.0,0.0,0.0
74,female,0.03630396597092908,3577.2177433738384,863.506332311148,6530.189428547859,0.0,0.0,0.0
74,male,0.036085416677790055,4171.519869976331,831.4685672362313,6568.597721712909,0.0,0.0,0.0
75,female,0.036172501447830754,3539.09330923967,857.6617165341877,6653.277908993601,0.0,0.0,0.0
75,male,0.03596204540629854,3866.077728906941,796.3055704049053,6540.291464958598,0.0,0.0,0.0
76,female,0.036041923422106846,3543.522784496122,858.7351528693857,6661.605050240553,0.0,0.0,0.0
76,male,0.035840433988158685,3849.964525852475,792.9866942081342,6513.032560249493,0.0,0.0,0.0
77,female,0.035912222957086085,3545.3498375407885,859.1779197911837,6665.039797674001,0.0,0.0,0.0
77,male,0.03572054503438913,3832.08603912871,789.3042181776873,6482.787303344408,0.0,0.0,0.0
78,female,0.035912222957086085,3543.4505664233857,858.7176515856344,6661.469284702327,0.0,0.0,0.0
78,male,0.03572054503438913,3829.159163236002,788.7013623272162,6477.83587123094,0.0,0.0,0.0
79,female,0.035912222957086085,3537.9929162326857,857.3950479632381,6651.209237770532,0.0,0.0,0.0
79,male,0.03572054503438913,3823.4428582845594,787.5239608898546,6468.165527511393,0.0,0.0,0.0
80,female,0.035912222957086085,3559.7413482052025,877.8242562817297,6796.062780614176,0.0,0.0,0.0
80,male,0.03572054503438913,3814.6845917647784,824.0887187277204,6879.940266458757,0.0,0.0,0.0
81,female,0.035912222957086085,3554.397671092485,876.5065174551023,6785.8609255957845,0.0,0.0,0.0
81,male,0.03572054503438913,3809.3151840999494,822.9287622027725,6870.256319303587,0.0,0.0,0.0
82,female,0.035912222957086085,3549.0731309263774,875.1934977567155,6775.695605785397,0.0,0.0,0.0
82,male,0.03572054503438913,3803.9633180234846,821.7725951982245,6860.604009123172,0.0,0.0,0.0
83,female,0.035912222957086085,3543.767625096477,873.8851718830733,6765.566625284861,0.0,0.0,0.0
83,male,0.03572054503438913,3798.6289077159495,820.6201991744498,6850.9831811386375,0.0,0.0,0.0
84,female,0.035912222957086085,3538.481051724666,872.5815147112598,6755.473789594071,0.0,0.0,0.0
84,male,0.03572054503438913,3793.3118679168883,819.4715557125783,6841.393681579251,0.0,0.0,0.0
85,female,0.035912222957086085,3188.0212115897807,786.1589018216658,6086.395100255715,0.0,0.0,0.0
85,male,0.03572054503438913,3305.141651226847,714.0118358548438,5960.958654803436,0.0,0.0,0.0
86,female,0.035912222957086085,3183.285024567353,784.990968692853,6077.35303197135,0.0,0.0,0.0
86,male,0.03572054503438913,3300.5324833377567,713.016114408221,5952.645831294127,0.0,0.0,0.0
87,female,0.035912222957086085,3178.5656484487918,783.8271810953415,6068.3430581418625,0.0,0.0,0.0
87,male,0.03572054503438913,3295.9382513911164,712.0236195826677,5944.359945370196,0.0,0.0,0.0
88,female,0.035912222957086085,3173.862993894101,782.6675169980883,6059.365008204236,0.0,0.0,0.0
88,male,0.03572054503438913,3291.3588829062874,711.0343357201455,5936.100866309835,0.0,0.0,0.0
89,female,0.035912222957086085,3169.176972195189,781.5119545258764,6050.418712801852,0.0,0.0,0.0
89,male,0.03572054503438913,3286.7943058707624,710.0482472637472,5927.86846423553,0.0,0.0,0.0
90,female,0.035912222957086085,3164.5074952703494,780.3604719579536,6041.50400377395,0.0,0.0,0.0
90,male,0.03572054503438913,3282.2444487365397,709.0653387569128,5919.662610107524,0.0,0.0,0.0
91,female,0.035912222957086085,3163.1410934996597,780.0235203368077,6038.895344517897,0.0,0.0,0.0
91,male,0.03572054503438913,3279.1071745336926,708.3875914318251,5914.004407287378,0.0,0.0,0.0
92,female,0.035912222957086085,3101.1510973207523,764.736925899239,5920.547446568991,0.0,0.0,0.0
92,male,0.03572054503438913,3209.608511084401,693.3737513259201,5788.66071461038,0.0,0.0,0.0
93,female,0.034458658433591076,2284.0999337198814,563.2539360203037,4360.67821460779,0.0,0.0,0.0
93,male,0.03468401387647348,2345.573553009435,506.7157342848445,4230.338196276598,0.0,0.0,0.0
94,female,0.03354147421439518,1793.2044132442945,442.20019839670323,3423.4874331605856,0.0,0.0,0.0
94,male,0.03403782700208988,1829.4195745126099,395.2106647113514,3299.4333062578007,0.0,0.0,0.0
95,female,0.03291002149780518,1479.9237358622872,364.94588390305245,2825.389160510826,0.0,0.0,0.0
95,male,0.03359642593332544,1501.487557330236,324.3673041742758,2707.9944505933795,0.0,0.0,0.0
96,female,0.03244877390225389,1262.5046288560038,311.330818301318,2410.30453598754,0.0,0.0,0.0
96,male,0.03327577708926977,1274.5911316170302,275.3507261972767,2298.777431983284,0.0,0.0,0.0
97,female,0.03209708757201953,1108.7470318037156,273.41453869630044,2116.7589717597957,0.0,0.0,0.0
97,male,0.03303229209946449,1114.9841727785024,240.87073419656952,2010.9197293331656,0.0,0.0,0.0
98,female,0.03209708757201953,1108.7470318037156,273.41453869630044,2116.7589717597957,0.0,0.0,0.0
98,male,0.03303229209946449,1114.9841727785024,240.87073419656952,2010.9197293331656,0.0,0.0,0.0
99,female,0.03209708757201953,1108.7470318037156,273.41453869630044,2116.7589717597957,0.0,0.0,0.0
99,male,0.03303229209946449,1114.9841727785024,240.87073419656952,2010.9197293331656,0.0,0.0,0.0
100,female,0.03209708757201953,1108.7470318037156,273.41453869630044,2116.7589717597957,0.0,0.0,0.0
100,male,0.03303229209946449,1114.9841727785024,240.87073419656952,2010.9197293331656,0.0,0.0,0.0
101,female,0.03209708757201953,1108.7470318037156,273.41453869630044,2116.7589717597957,0.0,0.0,0.0
101,male,0.03303229209946449,1114.9841727785024,240.87073419656952,2010.9197293331656,0.0,0.0,0.0
102,female,0.03209708757201953,1108.7470318037156,273.41453869630044,2116.7589717597957,0.0,0.0,0.0
102,male,0.03303229209946449,1114.9841727785024,240.87073419656952,2010.9197293331656,0.0,0.0,0.0
103,female,0.03209708757201953,1108.7470318037156,273.41453869630044,2116.7589717597957,0.0,0.0,0.0
103,male,0.03303229209946449,1114.9841727785024,240.87073419656952,2010.9197293331656,0.0,0.0,0.0
104,female,0.03209708757201953,1108.7470318037156,273.41453869630044,2116.7589717597957,0.0,0.0,0.0
104,male,0.03303229209946449,1114.9841727785024,240.87073419656952,2010.9197293331656,0.0,0.0,0.0
105,female,0.03209708757201953,1108.7470318037156,273.41453869630044,2116.7589717597957,0.0,0.0,0.0
105,male,0.03303229209946449,1114.9841727785024,240.87073419656952,2010.9197293331656,0.0,0.0,0.0
106,female,0.03209708757201953,1108.7470318037156,273.41453869630044,2116.7589717597957,0.0,0.0,0.0
106,male,0.03303229209946449,1114.9841727785024,240.87073419656952,2010.9197293331656,0.0,0.0,0.0
107,female,0.03209708757201953,1108.7470318037156,273.41453869630044,2116.7589717597957,0.0,0.0,0.0
107,male,0.03303229209946449,1114.9841727785024,240.87073419656952,2010.9197293331656,0.0,0.0,0.0
108,female,0.03209708757201953,1108.7470318037156,273.41453869630044,2116.7589717597957,0.0,0.0,0.0
108,male,0.03303229209946449,1114.9841727785024,240.87073419656952,2010.9197293331656,0.0,0.0,0.0
109,female,0.03209708757201953,1108.7470318037156,273.41453869630044,2116.7589717597957,0.0,0.0,0.0
109,male,0.03303229209946449,1114.9841727785024,240.87073419656952,2010.9197293331656,0.0,0.0,0.0
